"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
2594419	34489	23329	14955	67014301	EDISON NATIONAL BANK	13000 SOUTH CLEVELAND AVENUE 	FORT MYERS	FL	33907	041	2022-07-18T12:35:02
2596646	34533	0	0	82908573	FIRST COMMUNITY BANK	1325 HARRISON STREET 	BATESVILLE	AR	72501	051	2022-07-26T16:57:31
2597223	57380	24338	0	313050051	LEGACY TRUST COMPANY, NATIONAL ASSOCIATION	1415 LOUISIANA, SUITE 1900 	HOUSTON	TX	77002	051	2022-07-29T16:31:08
2597232	59321	25255	0	0	HIGHTOWER TRUST COMPANY, NATIONAL ASSOCIATION, THE	4400 POST OAK PARKWAY, SUITE 2600 	HOUSTON	TX	77027	051	2022-07-29T12:46:08
2598396	34526	0	16552	71925758	PRAIRIE COMMUNITY BANK	800 WEST GRANT HIGHWAY 	MARENGO	IL	60152	041	2022-07-22T15:38:26
2600039	34629	23148	0	11350024	COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION	250 ROYALL STREET 	CANTON	MA	02021	051	2022-07-30T12:39:39
2602828	34441	0	0	102306479	STATE BANK	30 SHOSHONE AVENUE 	GREEN RIVER	WY	82935	051	2022-08-08T19:34:28
2605566	34313	0	0	121258511	EAGLEMARK SAVINGS BANK	9850 DOUBLE R BLVD., 2ND FLOOR 	RENO	NV	89521	041	2022-07-26T15:27:57
2607412	34386	0	0	42215468	SPRING VALLEY BANK	1206 SPRINGFIELD PIKE 	WYOMING	OH	45215	051	2022-08-01T12:56:51
2608754	34598	0	16245	72413829	MERCANTILE BANK	310 LEONARD STREET NW 	GRAND RAPIDS	MI	49504	041	2022-07-28T14:37:42
2610784	34644	0	0	96016888	KEY COMMUNITY BANK	5684 BISHOP AVENUE 	INVER GROVE HEIGHTS	MN	55076	051	2022-07-27T12:41:31
2614344	34517	0	17798	64208398	PEOPLES BANK OF EAST TENNESSEE	4511 US HIGHWAY 411 	MADISONVILLE	TN	37354	051	2022-07-29T08:38:41
2615190	34519	0	0	124384602	MERRICK BANK CORPORATION	10713 SOUTH JORDAN GATEWAY 	SOUTH JORDAN	UT	84095	041	2022-08-02T11:22:38
2615220	34610	0	0	86518765	COMMUNITY FIRST BANKING COMPANY	1330 SOUTHERN HILLS CENTER 	WEST PLAINS	MO	65775	051	2022-07-20T08:55:50
2618780	34383	0	0	111017979	TEXAS CAPITAL BANK	2000 MCKINNEY AVE, SUITE 700 	DALLAS	TX	75201	041	2022-08-24T17:22:55
2619714	34566	0	0	81518773	ALLIANCE BANK	217 NORTH KINGSHIGHWAY 	CAPE GIRARDEAU	MO	63701	051	2022-07-21T09:41:06
2621285	34460	0	16720	62206279	MILLENNIAL BANK	7924 PARKWAY DR 	LEEDS	AL	35094	051	2022-07-28T12:21:01
2621940	34666	0	0	101114769	COMMUNITY BANK, THE	2320 NORTH KANSAS 	LIBERAL	KS	67901	051	2022-07-27T14:07:59
2624400	34681	23574	0	71925787	CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION	70 NORTH WILLIAMS STREET 	CRYSTAL LAKE	IL	60014	041	2022-07-29T16:57:27
2625724	34319	23081	0	113024009	SOUTHWESTERN NATIONAL BANK	6901 CORPORATE DRIVE 	HOUSTON	TX	77036	051	2022-07-28T15:23:56
2631172	10383	0	0	91800316	STATE BANK FINANCIAL	401 MAIN STREET 	LA CROSSE	WI	54601	041	2022-07-22T12:29:22
2631846	34836	0	0	96016930	NORTH AMERICAN BANKING COMPANY	2230 ALBERT STREET 	ROSEVILLE	MN	55113	041	2022-07-28T18:01:16
2634191	30788	0	0	292970825	GLACIER BANK	49 COMMONS LOOP 	KALISPELL	MT	59901	041	2022-07-27T10:07:17
2634351	34618	0	16108	72413845	MACATAWA BANK	10753 MACATAWA DRIVE 	HOLLAND	MI	49424	051	2022-07-28T09:45:46
2641827	34732	23421	0	83050129	NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION	200 EAST 12TH STREET, SUITE B 	JEFFERSONVILLE	IN	47130	051	2022-07-28T14:15:19
2642598	34627	0	0	125108463	COMMUNITY FIRST BANK	6401 WEST CLEARWATER AVENUE 	KENNEWICK	WA	99336	041	2022-08-01T12:02:26
2643595	34585	0	15069	125184610	PACIFIC CREST SAVINGS BANK	3500 188TH STREET SOUTHWEST, SUITE 575 	LYNNWOOD	WA	98037	051	2022-07-29T17:45:49
2649122	34726	0	0	107006541	NEW MEXICO BANK & TRUST	320 GOLD STREET SW 	ALBUQUERQUE	NM	87102	041	2022-07-27T10:42:36
2649177	34599	0	0	124084627	PITNEY BOWES BANK INC., THE	215 SOUTH STATE STREET, SUITE 320 	SALT LAKE CITY	UT	84111	051	2022-08-19T23:18:26
2651899	34478	23323	0	53012906	CEDAR HILL NATIONAL BANK	9401 SOUTHERN PINE BLVD., SUITE P 	CHARLOTTE	NC	28273	051	2022-09-02T13:55:34
2652092	34742	0	16943	55003298	EAGLEBANK	7830 OLD GEORGETOWN ROAD 	BETHESDA	MD	20814	041	2022-08-26T13:45:38
2654911	34507	714225	14225	0	PRINCIPAL BANK	616 10TH STREET 	DES MOINES	IA	50309	041	2022-08-05T15:16:44
2661861	34685	0	0	123206736	PEOPLE'S BANK OF COMMERCE	1528 BIDDLE ROAD 	MEDFORD	OR	97504	041	2022-07-28T13:18:08
2666400	34728	0	0	84008426	INDEPENDENT BANK	5050 POPLAR AVENUE, SUITE 2200 	MEMPHIS	TN	38157	051	2022-07-27T11:19:20
2667920	34813	23604	0	91450164	U.S. BANK TRUST NATIONAL ASSOCIATION SD	141 NORTH MAIN AVENUE 	SIOUX FALLS	SD	57104	041	2022-07-29T10:26:43
2667939	34719	0	0	101114772	FARMERS & MERCHANTS BANK OF COLBY	240 WEST FOURTH 	COLBY	KS	67701	051	2022-07-27T17:14:03
2667957	34811	0	0	104913970	NEBRASKALAND BANK	1400 SOUTH DEWEY 	NORTH PLATTE	NE	69101	041	2022-08-05T16:23:14
2668598	34760	0	0	41215498	PORTAGE COMMUNITY BANK	1311 EAST MAIN STREET 	RAVENNA	OH	44266	051	2022-07-29T18:35:48
2684552	34606	0	0	103189394	AMERICAN BANK OF OKLAHOMA	200 EAST MAIN STREET 	COLLINSVILLE	OK	74021	041	2022-08-23T12:09:50
2686211	34259	0	0	21214888	CROWN BANK	400 WESTMINSTER AVENUE 	ELIZABETH	NJ	07208	041	2022-07-29T15:05:05
2687133	34849	0	15752	73922652	PREMIER BANK	2625 NORTH WEST ARTERIAL 	DUBUQUE	IA	520020420	041	2022-07-21T11:22:36
2687487	34535	23363	0	63114357	TCM BANK, NATIONAL ASSOCIATION	3501 E. FRONTAGE ROAD SUITE 200	TAMPA	FL	33607	051	2022-07-29T13:21:21
2693264	34717	25201	0	75917843	TOWN BANK, NATIONAL ASSOCIATION	850 WEST NORTH SHORE DRIVE 	HARTLAND	WI	53029	041	2022-08-08T15:44:05
2694681	34656	23521	0	113024106	AMERICAN FIRST NATIONAL BANK	9999 BELLAIRE 	HOUSTON	TX	77036	051	2022-07-28T18:07:15
2694944	34930	0	0	101114798	ALLIANCE BANK	3001 SOUTHWEST WANAMAKER ROAD 	TOPEKA	KS	66614	051	2022-07-25T07:47:33
2696180	34752	0	0	81925816	FIRST COMMUNITY BANK OF HILLSBORO	807 SOUTH MAIN STREET 	HILLSBORO	IL	62049	051	2022-07-25T12:44:30
2697963	34352	22968	15879	54001686	CITY FIRST BANK, NATIONAL ASSOCIATION	1432 U STREET NW 	WASHINGTON	DC	20009	041	2022-07-30T23:55:14
2700984	34697	0	0	124084643	WEX BANK	111 EAST SEGO LILY DRIVE, SUITE 250 	SANDY	UT	84070	031	2022-07-28T10:34:51
2702764	34857	0	16785	73922678	COMMUNITY BANK OF OELWEIN	150 1ST STREET SOUTH EAST 	OELWEIN	IA	50662	051	2022-07-15T17:48:59
2705112	34686	0	0	73972110	CHARTER BANK	5526 NORTHWEST 86TH STREET 	JOHNSTON	IA	50131	051	2022-08-04T18:24:59
2705895	34699	0	0	26013356	METROPOLITAN COMMERCIAL BANK	99 PARK AVE FL 4 	NEW YORK	NY	10016	041	2022-07-29T13:14:49
2708122	34755	23616	0	51408868	VIRGINIA NATIONAL BANK	222 EAST MAIN STREET 	CHARLOTTESVILLE	VA	22902	051	2022-07-28T17:24:51
2713920	33785	24627	0	81019557	STIFEL TRUST COMPANY NATIONAL ASSOCIATION	501 NORTH BROADWAY 	SAINT LOUIS	MO	63102	051	2022-07-29T11:22:26
2716088	34803	0	15471	65405242	RESOURCE BANK	70533 HIGHWAY 21 	COVINGTON	LA	70433	051	2022-07-21T09:00:38
2716828	34887	0	0	84008646	PREMIER BANK OF ARKANSAS	2508 E. HIGHLAND DR. 	JONESBORO	AR	72401	041	2022-07-27T10:45:15
2718596	34778	0	16551	71925826	FIRST TRUST BANK OF ILLINOIS	275 EAST COURT STREET 	KANKAKEE	IL	60901	051	2022-07-13T16:49:06
2719810	35063	23690	0	271250090	CHICAGO TRUST COMPANY, N. A., THE	727 NORTH BANK LANE 	LAKE FOREST	IL	60045	041	2022-07-29T15:25:14
2723376	34748	714961	14961	74971893	CLEARPOINT FEDERAL BANK & TRUST	100 PROGRESS DRIVE 	BATESVILLE	IN	47006	051	2022-07-27T17:00:19
2724766	35094	0	0	81518333	COMMUNITY BANK OF MEMPHIS	112 EAST MADISON 	MEMPHIS	MO	63555	051	2022-07-28T17:36:50
2726050	34995	0	0	104113990	FIRST CENTRAL BANK MCCOOK	904 NORTH HIGHWAY 83 	MCCOOK	NE	69001	051	2022-07-22T12:12:15
2728661	34812	0	15629	53207957	GRANDSOUTH BANK	381 HALTON ROAD 	GREENVILLE	SC	29607	041	2022-07-26T15:15:44
2729677	34710	714970	14970	0	NATIONWIDE TRUST COMPANY, FSB	ONE NATIONWIDE PLAZA 	COLUMBUS	OH	43215	051	2022-07-29T11:23:05
2730431	34786	0	0	43318500	ENTERPRISE BANK	4091 MOUNT ROYAL BOULEVARD 	ALLISON PARK	PA	15101	051	2022-07-22T13:48:47
2732565	34973	0	0	73922681	PEOPLES SAVINGS BANK	400 EAST IOWA AVENUE 	INDIANOLA	IA	50125	051	2022-07-25T17:35:33
2733263	34955	24369	0	71108834	AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION	4301 EAST 53RD STREET 	DAVENPORT	IA	52807	051	2022-07-29T20:59:07
2734729	34788	0	0	122042807	AMERICAN BUSINESS BANK	400 SOUTH HOPE STREET, SUITE 300 	LOS ANGELES	CA	90071	041	2022-07-28T13:22:44
2735137	35031	0	16271	73922704	FREEDOM FINANCIAL BANK	1255 JORDAN CREEK PARKWAY 	WEST DES MOINES	IA	50266	051	2022-07-22T11:46:44
2735146	34775	715115	15115	63000225	TIAA, FSB	301 W. BAY STREET SUITE 2500	JACKSONVILLE	FL	32202	041	2022-07-29T15:37:40
2736219	34781	0	0	124384657	TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK	4185 HARRISON BOULEVARD, SUITE 200 	OGDEN	UT	84403	051	2022-07-29T14:46:52
2736291	34967	0	0	26008811	POPULAR BANK	85 BROAD STREET 	NEW YORK	NY	10004	041	2022-07-29T16:09:22
2736451	34890	0	0	51408897	NEW PEOPLES BANK, INC.	53 COMMERCE DRIVE 	HONAKER	VA	24260	041	2022-08-23T12:32:15
2736714	34805	0	0	122242791	MISSION BANK	1301 17TH STREET 	BAKERSFIELD	CA	93301	051	2022-07-29T16:30:55
2737980	34953	0	16407	72413926	NORTHPOINTE BANK	3333 DEPOSIT DRIVE NE 	GRAND RAPIDS	MI	49546	041	2022-08-31T10:43:47
2743244	34980	0	16172	65205264	RED RIVER BANK	1412 CENTRE COURT DRIVE SUITE 101	ALEXANDRIA	LA	71301	041	2022-07-29T08:46:13
2744782	34934	0	0	53174048	UNION BANK	1011 RED BANKS ROAD 	GREENVILLE	NC	27858	041	2022-07-21T16:24:44
2745426	34936	0	16144	64108443	LEGENDS BANK	310 NORTH FIRST STREET 	CLARKSVILLE	TN	37040	041	2022-07-29T11:18:37
2745529	34799	715054	15054	0	THRIVENT TRUST CO.	4321 NORTH BALLARD ROAD 	APPLETON	WI	54919	051	2022-07-29T12:23:58
2746245	34938	0	0	84206082	COMMERCE BANK	700 TAYLOR STREET 	CORINTH	MS	38834	051	2022-07-19T08:07:14
2746263	35028	23681	0	116324201	FIRSTCAPITAL BANK OF TEXAS,N.A.	310 WEST WALL STREET, SUITE 1200 	MIDLAND	TX	79701	041	2022-08-24T14:38:03
2747279	35060	0	0	44215521	SETTLERS BANK	115 THIRD STREET 	MARIETTA	OH	45750	051	2022-07-29T13:51:36
2747466	8274	0	0	81503814	EXCHANGE BANK OF NORTHEAST MISSOURI	268 NORTH JOHNSON STREET 	KAHOKA	MO	63445	051	2022-07-27T16:23:51
2747587	35014	0	0	101014869	NBKC BANK	3510 WEST 95TH STREET 	LEAWOOD	KS	66206	051	2022-07-29T16:37:42
2748502	34978	0	16173	65405297	SYNERGY BANK	210 SYNERGY CENTER BOULEVARD 	HOUMA	LA	70360	051	2022-07-29T15:43:59
2749059	35172	0	0	91205283	BOUNDARY WATERS BANK	601 EAST SHERIDAN STREET 	ELY	MN	55731	051	2022-07-25T09:56:30
2753917	35103	0	0	124103841	IDAHO TRUST BANK	888 WEST BROAD STREET 	BOISE	ID	83702	051	2022-09-12T14:17:10
2754222	34860	0	0	53174051	NEW REPUBLIC BANK	521 EAST MOREHEAD STREET 	CHARLOTTE	NC	28202	051	2022-08-01T17:35:09
2756730	34784	0	0	111105302	COMMERCIAL CAPITAL BANK	311 BROADWAY 	DELHI	LA	71232	051	2022-07-20T13:32:35
2756909	34876	23664	0	21113251	CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION	605 WEST AVENUE 	NORWALK	CT	06850	051	2022-07-29T17:22:33
2757205	34603	0	0	51504597	MVB BANK, INC.	301 VIRGINIA AVE 	FAIRMONT	WV	26554	041	2022-07-29T16:43:06
2758613	34607	0	0	74014187	FIRST INTERNET BANK OF INDIANA	8701 EAST 116TH STREET 	FISHERS	IN	46038	051	2022-08-12T12:47:59
2759629	34918	23692	0	111324293	FIRST NATIONAL BANK OF HEREFORD, THE	301 W THIRD ST 	HEREFORD	TX	790455321	051	2022-07-27T14:54:55
2760232	35111	0	0	51409029	VILLAGE BANK	13531 MIDLOTHIAN TURNPIKE 	MIDLOTHIAN	VA	23113	051	2022-07-29T08:54:56
2764212	34888	0	0	31207814	PARKE BANK	601 DELSEA DRIVE 	SEWELL	NJ	08080	041	2022-07-20T09:06:47
2765602	34899	0	16837	63114577	FIRST CITRUS BANK	10824 NORTH DALE MABRY HIGHWAY 	TAMPA	FL	33618	051	2022-07-29T12:02:21
2769570	35084	0	0	82908706	PETIT JEAN STATE BANK	707 NORTH ST. JOSEPH STREET 	MORRILTON	AR	72110	051	2022-07-28T15:05:42
2769954	34662	23547	16652	61119642	NORTH GEORGIA NATIONAL BANK	350 WEST BELMONT DRIVE 	CALHOUN	GA	30701	051	2022-07-28T20:14:52
2771694	34997	25276	16811	63114551	BAYFIRST NATIONAL BANK	700 CENTRAL AVENUE 	ST. PETERSBURG	FL	33701	051	2022-08-04T11:41:08
2774707	34619	0	0	73922788	ITS BANK	6700 PIONEER PARKWAY 	JOHNSTON	IA	50131	051	2022-07-22T12:52:00
2775151	35029	0	16209	61219694	AB&T	2815 MEREDYTH DRIVE 	ALBANY	GA	31707	051	2022-07-21T16:23:28
2775179	35020	0	17644	65205329	COMMUNITY FIRST BANK	1101 EAST ADMIRAL DOYLE DRIVE 	NEW IBERIA	LA	70560	051	2022-07-21T17:38:04
2775692	35118	0	0	101114879	COMMUNITY BANK OF WICHITA, INC.	11330 EAST 21ST STREET 	WICHITA	KS	67206	051	2022-07-11T11:42:49
2785477	34759	0	0	36018516	ASIAN BANK	1023 RACE STREET 	PHILADELPHIA	PA	19107	051	2022-07-25T17:00:45
2785646	8252	0	0	86518891	OLD MISSOURI BANK	3570 SOUTH NATIONAL 	SPRINGFIELD	MO	65807	051	2022-07-22T09:40:30
2787770	35207	0	17006	51409016	BANK OF THE JAMES	828 MAIN STREET 	LYNCHBURG	VA	24504	041	2022-07-27T16:50:29
2788656	35015	23730	0	114024260	LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION	150 N LOOP 1604 E 	SAN ANTONIO	TX	78232	051	2022-07-25T14:08:23
2791085	34643	0	0	67014592	SUNSTATE BANK	14095 S DIXIE HWY 	MIAMI	FL	33176	051	2022-07-27T13:13:45
2791517	35169	0	0	71125914	STATE BANK	1718 SOUTH DIRCK DRIVE 	FREEPORT	IL	61032	041	2022-07-27T18:29:52
2793593	34847	0	17251	64208453	SOUTHERN BANK OF TENNESSEE	675 NORTH MOUNT JULIET ROAD 	MOUNT JULIET	TN	37122	041	2022-07-26T18:55:54
2794732	35241	0	0	53905877	OPTUS BANK	1545 SUMTER STREET 	COLUMBIA	SC	292012829	041	2022-07-30T10:52:51
2796277	35075	0	0	36018587	PHILADELPHIA TRUST COMPANY, THE	1735 MARKET STREET 	PHILADELPHIA	PA	19103	041	2022-07-27T16:35:42
2797162	35131	0	17603	71125891	SAUK VALLEY BANK & TRUST COMPANY	201 WEST 3RD STREET 	STERLING	IL	61081	041	2022-08-04T11:20:15
2797210	35248	23702	0	51456548	OLD POINT TRUST & FINANCIAL SERVICES, N.A.	11780 JEFFERSON AVE, SUITE D 	NEWPORT NEWS	VA	23606	051	2022-07-28T15:15:53
2797359	34969	0	16339	26072973	FIRST CENTRAL SAVINGS BANK	70 GLEN STREET 	GLEN COVE	NY	11542	051	2022-07-28T19:05:36
2797724	35095	0	16178	51408949	TOWNEBANK	5716 HIGH STREET WEST 	PORTSMOUTH	VA	23703	041	2022-07-26T17:09:59
2800491	35052	23773	17074	63114797	HEARTLAND NATIONAL BANK	320 U.S. HIGHWAY 27 NORTH 	SEBRING	FL	33870	051	2022-07-26T17:25:16
2805535	35223	0	0	71926058	FIRST SECURE COMMUNITY BANK	670 NORTH SUGAR GROVE PARKWAY 	SUGAR GROVE	IL	60554	051	2022-07-25T19:11:47
2805928	35056	0	0	63114645	MADISON COUNTY COMMUNITY BANK	301 EAST BASE STREET 	MADISON	FL	32340	041	2022-07-28T17:07:37
2806635	35407	0	0	102106705	YAMPA VALLEY BANK	600 SOUTH LINCOLN AVENUE 	STEAMBOAT SPRINGS	CO	80487	051	2022-07-30T14:10:54
2806840	35220	0	0	102306644	WYOMING COMMUNITY BANK	1700 N. FEDERAL 	RIVERTON	WY	82501	041	2022-08-12T12:09:07
2806877	35518	716195	16195	71074557	FEDERAL SAVINGS BANK, THE	4120 WEST DIVERSEY, SUITE C501 	CHICAGO	IL	60639	041	2022-07-22T17:53:16
2807173	35019	0	0	111105331	CURRENCY BANK	600 E MAIN ST 	OAK GROVE	LA	71263	051	2022-07-11T13:02:28
2808602	35278	23850	0	55003340	CAPITAL BANK, NATIONAL ASSOCIATION	1 CHURCH STREET, SUITE 100 	ROCKVILLE	MD	20850	041	2022-07-29T14:47:20
2809373	57160	25145	0	101059659	NATIONAL ADVISORS TRUST COMPANY	800 EAST 101ST TERRACE SUITE 300	KANSAS CITY	MO	64131	051	2022-07-22T10:58:48
2811086	34900	0	17308	71125943	PREFERRED BANK	602 NORTH ROUTE 49 	CASEY	IL	62420	051	2022-07-20T17:29:31
2815879	35292	0	0	101114895	GREAT AMERICAN BANK	888A NEW HAMPSHIRE 	LAWRENCE	KS	66044	051	2022-07-28T16:08:44
2819167	35157	715205	15205	121281892	FARM BUREAU BANK FSB	10345 PROFESSIONAL CIRCLE, SUITE 100 	RENO	NV	89521	051	2022-07-28T13:45:04
2819242	35161	715834	15834	83974412	MURRAY BANK, THE	405 SOUTH 12TH STREET 	MURRAY	KY	42071	051	2022-08-25T09:21:59
2820604	35138	0	0	64208518	MILLENNIUM BANK	6392 ARTESIAN CIRCLE 	OOLTEWAH	TN	37363	051	2022-07-27T09:46:39
2823221	35320	0	17110	61211728	GEORGIA COMMUNITY BANK	250 EAST LEE STREET 	DAWSON	GA	39842	051	2022-07-25T10:24:00
2826017	35317	23864	0	31101062	GLENMEDE TRUST COMPANY, NATIONAL ASSOCIATION, THE	1650 MARKET STREET ONE LIBERTY PLACE SUITE 1200	PHILADELPHIA	PA	19103	041	2022-07-28T14:10:39
2833882	35151	0	0	21213371	NEW MILLENNIUM BANK	222 BRIDGE PLAZA SOUTH 	FORT LEE	NJ	07024	051	2022-07-30T16:05:48
2834759	35230	0	0	71925981	EVERGREEN BANK GROUP	1515 WEST 22ND STREET 	OAK BROOK	IL	60523	051	2022-07-25T16:16:38
2835103	35276	0	0	81518906	FREEDOM BANK OF SOUTHERN MISSOURI	97 SOUTH MAIN 	CASSVILLE	MO	65625	051	2022-09-06T11:53:45
2836306	35101	0	0	41215553	BUCKEYE COMMUNITY BANK	105 SHEFFIELD CENTER 	LORAIN	OH	44055	051	2022-07-25T09:58:26
2838207	35139	0	16484	125084697	SEATTLE BANK	600 UNIVERSITY STREET, SUITE 1850 	SEATTLE	WA	98101	051	2022-09-07T14:20:03
2839053	35303	0	0	91113980	OLD MISSION BANK	2701 I-75 BUSINESS SPUR 	SAULT SAINTE MARIE	MI	49783	051	2022-07-27T10:34:06
2839790	35214	0	16944	53208008	FIRST RELIANCE BANK	2170 WEST PALMETTO STREET 	FLORENCE	SC	29501	051	2022-07-29T09:07:50
2845755	35218	0	0	67014961	FLAGLER BANK	1801 FOREST HILL BOULEVARD 	WEST PALM BEACH	FL	33406	051	2022-08-11T12:22:09
2845782	35413	23869	0	121058119	BESSEMER TRUST COMPANY OF CALIFORNIA, NATIONAL ASSOCIATION	101 CALIFORNIA STREET 	SAN FRANCISCO	CA	94111	051	2022-07-28T13:06:07
2847085	35229	0	0	81225901	SOUTHERN ILLINOIS BANK	1012 WEST BROADWAY 	JOHNSTON CITY	IL	62951	051	2022-07-27T11:42:17
2847142	34908	0	17832	63114661	COGENT BANK	420 S ORANGE AVE SUITE 150	ORLANDO	FL	32801	051	2022-07-29T11:54:10
2849285	35406	0	0	91917050	BANKVISTA	125 TWIN RIVERS COURT 	SARTELL	MN	56377	051	2022-07-29T18:05:55
2849463	34966	0	0	53274061	FIRST CAPITAL BANK	304 MEETING STREET 	CHARLESTON	SC	29401	051	2022-09-21T14:16:14
2849801	35295	0	17412	53208011	SOUTHERN FIRST BANK	6 VERDAE BOULEVARD 	GREENVILLE	SC	29607	041	2022-07-28T17:01:27
2850722	35141	0	0	124084708	BMW BANK OF NORTH AMERICA	2735 EAST PARLEYS WAY, SUITE 301 	SALT LAKE CITY	UT	84109	041	2022-07-29T16:59:43
2850768	35286	0	0	31207830	CORNERSTONE BANK	6000 MIDLANTIC DRIVE 	MOUNT LAUREL	NJ	08054	041	2022-07-21T09:12:27
2855866	35441	0	0	102206728	FOUR CORNERS COMMUNITY BANK	500 WEST MAIN STREET, SUITE 101 	FARMINGTON	NM	87401	051	2022-07-28T16:10:51
2857600	35333	0	0	75917924	OAK BANK	5951 MCKEE ROAD 	FITCHBURG	WI	53719	051	2022-07-30T20:13:16
2858492	35221	0	0	83914236	FREEDOM BANK	1405 NORTH MAIN STREET 	HUNTINGBURG	IN	47542	051	2022-07-30T15:16:12
2858960	35444	0	0	31101114	BANCORP BANK, THE	409 SILVERSIDE ROAD 	WILMINGTON	DE	19809	041	2022-09-08T13:12:59
2860039	35212	0	0	63114894	COMMUNITY BANK OF THE SOUTH	277 NORTH SYKES CREEK PARKWAY 	MERRITT ISLAND	FL	32953	051	2022-08-17T16:44:57
2860271	35480	0	0	91017060	CROWN BANK	6600 FRANCE AVENUE SOUTH SUITE 125	EDINA	MN	55435	051	2022-07-18T14:29:15
2860459	35115	715850	15850	72471955	AUTO CLUB TRUST, FSB	1 AUTO CLUB DRIVE 	DEARBORN	MI	48126	041	2022-07-30T11:28:31
2861317	35420	0	0	81518919	BRANSON BANK	1501 STATE HIGHWAY 248 	BRANSON	MO	65616	051	2022-07-20T15:25:45
2867337	35361	0	0	121143037	FIVE STAR BANK	2240 DOUGLAS BOULEVARD, SUITE 100 	ROSEVILLE	CA	95661	041	2022-07-28T20:49:41
2869162	35412	0	0	71926045	AMERICAN COMMUNITY BANK & TRUST	1290 LAKE AVENUE 	WOODSTOCK	IL	60098	051	2022-07-20T11:56:16
2871099	35417	0	17418	64108553	TRISTAR BANK	719 EAST COLLEGE STREET 	DICKSON	TN	37055	051	2022-07-27T12:21:38
2871558	35033	0	0	21413388	AMERICAN COMMUNITY BANK	300 GLEN STREET 	GLEN COVE	NY	11542	051	2022-07-29T14:23:23
2873598	35506	0	0	63117024	CYPRESS BANK & TRUST	6115 N. WICKHAM ROAD 	MELBOURNE	FL	32940	051	2022-07-30T14:41:15
2877345	35521	0	0	64008611	INSBANK	2106 CRESTMOOR ROAD 	NASHVILLE	TN	37215	041	2022-08-11T18:49:19
2877484	35314	0	17005	62006356	ALAMERICA BANK	2170 HIGHLAND AVENUE SOUTH 	BIRMINGHAM	AL	35205	041	2022-07-27T12:44:39
2877831	35439	0	16920	65306134	BANK OF BROOKHAVEN	411 BROOKWAY BOULEVARD 	BROOKHAVEN	MS	39601	051	2022-08-16T10:17:00
2877840	34998	0	0	61119794	FIRST IC BANK	5593 BUFORD HIGHWAY 	DORAVILLE	GA	30340	051	2022-07-26T16:01:51
2880019	35323	0	0	124303036	FINWISE BANK	756 EAST WINCHESTER ROAD, SUITE 100 	MURRAY	UT	84107	051	2022-07-29T18:25:08
2881445	35394	715930	15930	0	MASSMUTUAL TRUST COMPANY, FSB, THE	100 BRIGHT MEADOW BOULEVARD, M327 	ENFIELD	CT	06082	051	2022-07-28T14:04:40
2882983	35477	0	0	73922762	CITIZENS FIRST BANK	1442 LINCOLN WAY 	CLINTON	IA	52732	051	2022-07-27T11:41:48
2883971	35492	0	0	112206763	WESTERN HERITAGE BANK	230 SOUTH ALAMEDA BLVD. 	LAS CRUCES	NM	880052619	051	2022-07-27T18:28:39
2887399	35117	0	0	42215578	CENTERBANK	744 STATE ROUTE 28 	MILFORD	OH	45150	051	2022-07-26T16:48:18
2889227	35377	0	0	26013479	ALPINE CAPITAL BANK	680 FIFTH AVENUE, 7TH FLOOR 	NEW YORK	NY	10019	051	2022-07-19T12:16:57
2897633	35455	0	0	42108290	HOMETOWN BANK OF CORBIN INC.	1030 CUMBERLAND FALLS HIGHWAY 	CORBIN	KY	40701	051	2022-07-29T16:49:33
2901558	57031	0	0	107006897	CHAMPION BANK	16790 CENTRE COURT 	PARKER	CO	80134	041	2022-07-28T20:42:16
2903123	35365	0	17470	53112327	BANK OF OAK RIDGE	2211 OAK RIDGE ROAD 	OAK RIDGE	NC	27310	041	2022-10-12T16:58:16
2905761	35261	0	0	123308618	TWIN CITY BANK	729 VANDERCOOK WAY 	LONGVIEW	WA	98632	051	2022-07-27T17:34:31
2907019	35585	24080	0	101114918	COMMUNITY FIRST NATIONAL BANK	215 S. SETH CHILD RD. 	MANHATTAN	KS	66502	051	2022-07-28T15:34:45
2907439	35331	23925	0	122243130	CALIFORNIA FIRST NATIONAL BANK	4 EXECUTIVE CIRCLE, SUITE 120 	IRVINE	CA	92614	041	2022-07-26T21:02:45
2909330	35267	714939	14939	31176097	AIG FEDERAL SAVINGS BANK	503 CARR ROAD SUITE 130	WILMINGTON	DE	19809	051	2022-07-28T11:02:49
2912750	57081	24010	0	43450015	SECURITY NATIONAL TRUST CO.	1300 CHAPLINE ST 	WHEELING	WV	26003	051	2022-07-26T14:26:36
